dataset,BernoulliNB,ComplementNB,"DW-NB(k=15,CV-λ)","DW-NB(k=15,λ=0.5)","DW-NB(k=30,λ=0.5)","DW-NB(k=5,λ=0.5)",DW-NB(w1-only),DW-NB(w2-only),DW-NB(w3-only),GaussianNB,MultinomialNB,NB+kNN-Ensemble
JapaneseVowels,0.8624511499460835,2.1632631732458,0.0920375857154537,0.15400015240145268,0.19889417095960088,0.08260194535015587,0.15975308019682885,0.17049947241191873,0.12572236636006204,0.44308732716253835,1.9422231542787718,0.20045015102214253
LED-display-domain-7digit,0.7991703311788543,2.1839788704178056,1.957656282037361,2.391310281206086,2.1682979130640736,3.1739904058176043,2.8065306102361314,2.368694898806294,2.44641108828354,2.76576314146221,1.1539907337789777,1.463639610087263
MagicTelescope,0.5242274341724605,0.6364935537399166,0.5476626996867614,0.6606217095369626,0.6071583702427119,0.9280751840383876,0.6458881832030329,0.6627376516145268,0.6628360137843934,1.056556537695157,0.5943897796898936,0.4746658298704765
PhishingWebsites,0.24902957959503286,0.1799104346013748,0.11256209493327125,0.991232653301466,1.200499992778641,0.6721101651459813,0.5890993239094232,1.0327215122193862,0.9323611513068826,3.2225632642078184,0.1807445776963817,0.2932898929419033
Speech,0.11640911163975605,0.5773435633162611,0.08672650425682853,0.1137734051389169,0.10267249309038144,0.12883995025737913,0.11513075138600604,0.1155988305210877,0.10948439461345102,0.1927179990041962,0.08010463262714643,0.07570749619518818
UCI_churn,0.8197949636482396,0.43470718724543983,0.6929083174464649,29.533662941232695,29.533662941232695,29.533662941232695,29.533662941232695,29.533662941232695,29.533662941232695,29.533662941232695,0.6256977170571085,0.7520951920583507
USPS,3.244204369793408,1.23050229662713,0.21467141595072503,4.671983234701512,4.885890754425174,4.464994846350843,4.709008767321377,4.7103886274410165,4.681154520081381,6.447627940174049,1.220245615204203,0.4010053507795207
artificial-characters,1.9813901446868243,2.2914052245425736,0.4710318248599036,0.9622680437622492,1.1084908671890414,0.7556667922129889,0.16872682203481798,1.1735185251173654,1.043120979232118,4.372678380836054,2.1565029050674767,1.168945234756238
banknote-authentication,0.40274887665760206,0.6563647304713709,0.02289726463919338,0.02430579529136258,0.04250313027551233,0.018916889441335665,0.01803770149732868,0.02941309563315338,0.01882526157917718,0.3172684943514009,0.6511536006990225,0.12142369368666754
blood-transfusion-service-center,0.5170279388301705,0.6673488027058938,0.7224180599482355,0.7185203396348863,0.6017099642814873,1.3019930806365576,1.0884426727022014,0.7059221841880637,0.7286921280280658,0.7346265914246766,0.5300062343975738,0.5124408050965412
breast-w,0.2405440412003715,0.5046972586568353,0.40674735946643564,0.5994450017250335,0.5971366303498217,0.6207003669844454,0.5990447647363151,0.5996972262079769,0.612070532379197,0.8193528647261848,0.41529593758501654,0.14518901315193172
california,0.5539424999419136,0.6706760426107856,0.4345939679442921,0.4542838171199642,0.444186136208122,0.6447115082748457,0.45404712685051507,0.4574103868097243,0.4487061529981493,0.6759696507603561,0.6706760524335051,0.4383784382744643
cardiotocography,0.01643187269106821,0.03904661093344623,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.016215387978832298,0.01877017301418672,0.006031753335895481
clean1,2.1346673946093704,0.6333880809273623,0.5674338728211967,1.5602914311460963,1.6155757991827553,1.4140369185264825,1.566859104810003,1.5788298154020406,1.5332069449300698,2.6874376986931447,0.623028800218647,0.4241016334058256
clean2,4.484939162424555,0.5514014397304854,0.08523791082245463,0.7384905219875779,0.8575268257591968,0.6002756148503456,0.7538246070419294,0.7658953373360324,0.7471343954747431,2.392607712520722,0.38969911275700775,0.14362836714993601
climate-model-simulation-crashes,0.2337340704335676,0.5965486291944655,0.32429828682945033,0.2982396571692295,0.24472651120465455,0.5091363511076262,0.29312538808306654,0.2928960558752934,0.2983026591442754,0.28923722901637755,0.26187218610410035,0.24391274626779844
corporate_credit_ratings,1.4567338273247805,2.2731716378074736,0.8350083218899902,1.1020896277049856,0.8860490750936318,1.9936856899277575,1.0815773615321491,1.084211339906706,1.121644962213416,0.7113037968892859,2.0609756039075386,0.7993882703251158
default-of-credit-card-clients,0.6258609576273834,0.6623539846363007,0.7266215061936858,0.8602197643288964,0.7646425066656303,1.239094440102586,0.8626117163669708,0.852800556418115,0.8690684356443222,1.1483583940064257,0.506573444409721,0.5448543351889138
diabetes,0.560041571768417,0.6838012173800726,0.6396345556381018,0.6055859653126254,0.5758729360095985,0.9132154516188556,0.6025366750433673,0.6025453269784394,0.6060017578918114,0.6339711256649955,0.6382160746024541,0.5066914961192839
ecoli,0.6657029135880631,2.0313541631611756,2.922222870685715,2.922222870685715,2.922222870685715,2.922222870685715,2.832419149320895,2.832419149320895,2.832419149320895,1.8760171431193047,1.3711802842795051,1.448934485471438
eeg-eye-state,0.7353935781827869,0.6930667591508741,0.34806075164541783,2.1884139639510574,2.5101272652423536,1.540857013213572,2.2014547868956105,2.2168310475664716,2.097421907299234,6.176219700009841,0.6878100523611261,0.618226948968336
gas-drift,11.119945411408892,1.4831643301347701,0.07406455568771893,8.524834294910896,8.763910257749616,8.428354618457286,8.636146705669498,8.638807983413333,8.617584900637343,13.212621207131821,1.2353780062521191,0.3861276360576843
gina_agnostic,3.5113605962835095,2.239918256174553,0.3867382774033286,5.06309728340461,5.088531408096161,4.941135123691252,5.066735866730287,5.067196648247683,5.048407820130318,6.239315359647067,2.2417259446862254,0.40591833561174573
glass,0.9559797155385849,1.7024444767157652,2.370408961729362,2.270510510517353,2.270510510517353,2.3251432121197437,2.236350372998428,2.267078996721102,2.2044536280206026,3.6028608016133887,1.2905143197407107,1.3482898309983835
har,2.7125855305004816,1.0003298016391633,0.13263838460368987,4.400838366998065,4.657409322104564,3.9529671461655824,4.430218222363413,4.431674729818554,4.371800701170629,6.8770550795857,0.5921821148668066,0.28478003847042166
heart-statlog,0.44556909718193954,0.5106027244313667,0.49337194156300146,0.5275205955408827,0.4471852006165541,1.0101898712586834,0.5218663569402009,0.5207842480068662,0.532453333238115,0.5987939579137245,0.5004193826478193,0.40651655095337036
ionosphere,1.2171808848996561,0.6333561810486847,1.0402111246584975,0.886645548759852,0.8617147833028967,1.118887359601125,0.8723975764308515,0.877396387520386,0.8663711069294129,1.1454592061027884,0.6026569280071442,0.6028702459854681
iris,0.5193649627927966,0.9973646701801078,0.13665264135880473,0.10879483764244047,0.11660453946034563,0.10137052598409668,0.1079684630656961,0.11072347851196532,0.10741545170831471,0.13979565833246282,0.8121203037533196,0.11559779167416315
isolet,2.2826675929246507,2.0636876615285713,0.4003477012991695,3.1042246375124316,3.2108946340521642,2.9266167262387115,3.1154779068758263,3.1162574848940854,3.090159259223575,4.214700727786534,0.5193077035468251,0.4088439980784802
kc1,3.067980405747338,0.6184389551769163,0.656467652835371,1.9759042183290023,1.8628769833191796,2.1737649001218022,1.9827021337186472,1.9704821823296796,1.995810769020263,2.84535767870862,0.38477897615126283,0.6078253854008235
letter,1.967496439645792,3.2450605126439904,0.2260054348519605,0.46976610074199543,0.6104951706499117,0.31547881624943963,0.4792407769586264,0.4965686266358301,0.41253987544796666,1.6248118653589139,2.9549670868707896,0.46568363744328745
madelon,0.8994498935527107,0.6808077033193594,0.6923543084404816,0.7407495921670664,0.7318251038927744,1.0637469561823008,0.7404301406367566,0.7404407164297988,0.7502276855441414,0.9851488524705054,0.6808077033193578,0.6873815660676229
mc1,3.649925698089079,0.39625681260150514,0.04730817604734878,0.9704085652417163,1.037941597813736,0.9363504652712378,0.9525271247760522,0.9812991827132093,0.9624718508438646,1.6179385327068716,0.06613220502681036,0.07895514905090506
mfeat-factors,2.135018152451975,1.4729489093247814,0.18782115016637052,1.4448286551677938,1.465370304705988,1.3013838953469794,1.4485395854315775,1.451045800782608,1.4228536039273476,1.857646051425989,0.4109045849618088,0.25725940060211494
mfeat-karhunen,0.5774318574631725,2.2147262468428712,0.24028644132567822,0.32332015389290536,0.3217712590271903,0.33983058221293144,0.3242032004260699,0.32569331608804675,0.3100415424383387,0.5126821212750841,1.5750304236326267,0.25646688276064
mozilla4,0.5148049829635909,0.6061330350372025,0.4440970886780094,0.4528290261272664,0.4366341123475429,0.5852332850812426,0.43563343714162484,0.4642016581403035,0.45116226374064194,0.7278045216444008,0.5658077985197989,0.39487513334267116
optdigits,0.5992857718330606,1.7353802617168275,0.11232780842951758,1.948615841542416,2.2378648769538367,1.7063908457190338,1.9894861816362297,1.991855163167339,1.9489824399777849,5.283584134952429,0.3433409461977341,0.2952110480120921
ozone-level-8hr,3.86273736285749,0.5463655317779853,0.25387955628267067,2.749256478490847,3.0868514794164286,2.1491721147223695,2.777155360843343,2.7776357016093396,2.745039719709098,7.174329945258242,0.18245417116660914,0.3555818160355575
page-blocks,0.3209267194301972,1.5275366394737735,0.21151027289194319,0.49558619136295556,0.4992432268188626,0.5196068742216013,0.4969090597581471,0.49867473981474786,0.49661982993250176,0.886864053895567,0.385158574068128,0.2089622225302524
parkinsons,1.704686331354381,0.5013009114799315,0.23431637820689638,1.9206848724796721,2.051596820037509,1.2185063132833185,1.9304149334862,1.9468148186187602,1.8580928709583824,3.9869505786474506,0.40442766589134277,0.38536053697873796
pendigits,0.8586899189754347,2.109240955972285,0.05650420969784727,0.24038184717490477,0.3624267917351924,0.17082460569319075,0.2449764155934127,0.2467876299387511,0.2331621401266565,1.324389891896994,1.0094340997445568,0.1474432801622614
ringnorm,0.5745725699802613,0.6931259387616951,0.055323301333085474,0.5375664004835304,0.3451591047256849,0.9657874352503928,0.5094296002775082,0.5095595736665846,0.5271227799752486,0.05532330133308544,0.6930790050569523,0.2542846230360167
satimage,3.5317182934920033,1.6207429507226352,0.3180879204981027,1.8885032412286908,2.0143041287761476,1.750731725370968,1.905883153260945,1.9094385976287593,1.8692766459368013,3.938574630658384,1.2210905805422105,0.45450976427826806
scene,3.9335609841003376,0.2538381584529734,0.24407120456997272,3.5270799656562914,3.64018273291967,3.203443872299535,3.5357018410429326,3.5361851075628494,3.4929200575464883,4.504732338768978,0.19051060029003616,0.2473402033116246
segment,1.1040208248816517,1.660196745623963,0.19603745152841595,0.7397474825106304,0.822764289280656,0.6385085227411688,0.6850548193776423,0.7621612622228875,0.7205036507707414,1.728920743187588,1.1243412838108358,0.31641863418551663
semeion,2.208685584492102,0.8174762428179554,0.3940876918292011,4.81060273534432,4.965328924520997,4.440543078912486,4.836151148156949,4.837852712896222,4.783905912662839,6.308081259556696,1.7299392118286163,0.423802379355734
sonar,1.0510624504651076,0.5635173877986618,0.4651941349345468,1.2783055863438708,1.3093774994913172,1.2227719162170958,1.292685884249443,1.3071949472395434,1.23064482636675,2.364834052501803,0.5621786887872832,0.5232388065572984
spambase,0.44815633027654966,0.43657460211137505,0.3065001799402866,2.6490875004265737,2.7970063764126065,2.2692270651431756,2.604564496542728,2.6714120631652856,2.6244807950254407,5.160797269254969,0.4131999055915473,0.34596654941533334
texture,3.0680527672907667,2.355797118325983,0.07456462892482418,1.1308035326878365,1.3771834124010547,0.7915819743435499,1.136221030971745,1.1506048846516612,1.082388897838226,3.2284874767331653,1.956533674050703,0.22437088446490305
thyroid-ann,0.11143213340633062,0.9815717544816034,0.46160761982751836,16.767388283825195,17.782218660910093,15.877179362313132,17.120418418488274,17.133208164969496,17.025408921992586,30.882623581412304,0.2803931722585224,0.9273077693605793
vehicle,2.2027082135193625,1.3379554242762883,0.663595813528378,1.2545759675984758,1.3326125651773246,1.2842977968387674,1.2645369127765453,1.2748671798298399,1.2158041384891678,2.578515338900197,1.2434669166029304,0.8289984535314379
vowel,1.7191612846751803,2.3954910697248217,0.7722605499429848,1.04044023020303,1.2928013447979967,0.4224027377124271,0.977600117647038,1.2398973873807766,0.913390769437451,2.0103932278335632,2.36905398382274,1.2936659367583192
waveform-5000,0.7469877896148622,0.9667960269315244,0.37484049233896694,0.4868271737608733,0.4874967327809302,0.6214434263796592,0.48657038242940437,0.4865430678807505,0.48924842215432474,0.8102532097182035,0.8464855962498816,0.3953551095182086
wilt,0.16610059746811703,0.6894916026382256,0.12913391334237617,0.12901028775545154,0.12619991172886932,0.17965810535902918,0.12717415426035703,0.13156460164488593,0.12608223698076043,0.24981448165814477,0.2092064198823335,0.1514290116579026
wine,0.20158192713166087,0.8736083388523916,0.11251951466888117,0.059436316644898034,0.06163266965332988,0.08843301761922216,0.06047125685363429,0.06141251086498449,0.05635035531574926,0.09028086244630568,0.6284762327782738,0.07567577086691912
wine-quality-red,1.0739696360923348,1.7701290780487249,2.1263996067777358,1.6542877553449657,1.6542877553449657,2.019328054388581,1.4703610435540109,1.6925968296812433,1.7432322970063374,1.4873036531657686,1.1392449631727775,1.1024135788262641
wine-quality-white,1.2987755914531711,1.9348898941267798,3.957412711145288,2.676033203863612,2.676033203863612,2.676033203863612,2.486020655248046,2.6385292817088404,3.3523047176325127,1.5893909163001205,1.2571977289439178,1.1392447810338684
