dataset,classifier,fold,metric,value,fit_time,predict_time
iris,BernoulliNB,1,auc_roc,0.88,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,log_loss,0.5154664306255553,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,brier_score,0.36166231852296205,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,ece,0.15510893574235043,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,balanced_accuracy,0.7333333333333334,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,geometric_mean,0.7406034215804804,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,mcc,0.676481425202546,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,weighted_f1,0.6825396825396824,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,selected_lambda,,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,nb_knn_agreement_rate,,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,1,predict_time_per_sample_ms,0.06159333330894393,0.4537000000000262,0.000923899999634159
iris,BernoulliNB,2,accuracy,0.8666666666666667,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,macro_f1,0.8611111111111112,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,auc_roc,0.9266666666666667,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,log_loss,0.37738906103131753,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,brier_score,0.23707192798253765,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,ece,0.12643176802059278,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,balanced_accuracy,0.8666666666666667,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,geometric_mean,0.8896746200804664,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,mcc,0.8222264517930379,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,weighted_f1,0.8611111111111112,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,selected_lambda,,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,nb_knn_agreement_rate,,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,2,predict_time_per_sample_ms,0.034219999997731065,0.02249279999978171,0.000513299999965966
iris,BernoulliNB,3,accuracy,0.6666666666666666,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,macro_f1,0.6632996632996633,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,auc_roc,0.8866666666666667,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,log_loss,0.510611191407046,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,brier_score,0.379904138611919,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,ece,0.2360324214696541,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,balanced_accuracy,0.6666666666666666,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,geometric_mean,0.7379198315966747,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,mcc,0.5033670414105182,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,weighted_f1,0.6632996632996633,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,selected_lambda,,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,nb_knn_agreement_rate,,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,3,predict_time_per_sample_ms,0.26763333335111383,0.04480019999982687,0.0040145000002667075
iris,BernoulliNB,4,accuracy,0.8,0.03062210000007326,0.00055709999969622
iris,BernoulliNB,4,macro_f1,0.791919191919192,0.03062210000007326,0.00055709999969622
